source_file,source_page,raw_page_text
UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,16,"15
North American Buyout Universe ($200m–$500m) Cont.
Source: 
Preqin, UBS projections for fund sizes
Notes: 
Projections based on UBS estimates, % of capital called
 
* Represents target fund size for funds currently in the market
 
Bolded names indicate current UBS mandates
Fund Size ($)
Status/Vintage
2026
2027 and Beyond
Prairie Capital VII
450m
2021
Interlock Fund I
390m
2021
Charger Investment Partners Fund I
376m
2021
Rainier Partners Fund I
300m
2021
CCMP Capital Investors IV
500m
2022
Pfingsten Fund VI
435m
2022
Saw Mill Capital Partners III
435m
2022
Astara Capital Partners Fund I
312m
2022
May River Capital Fund III
500m
2023
Shoreline Equity Partners Fund II
450m
2023
Harbour Group Investments VIII
424m
2023
Peloton Capital Management Fund II
405m
2023
Edgewater Growth Capital Partners V
330m
2023
SFW Capital Partners Fund III
300m
2023
TriWest Capital Partners VI
237m
2023
ShoreView Capital Partners V
500m
2024
GCP Capital Partners V
340m
2024
Platte River Equity V
321m
2024
Siris Partners V
339m
2025
Confirmed in market
Projected
"
UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,17,"16
North American Growth Equity Universe
Source: 
Preqin, UBS projections for fund sizes
Notes: 
Projections based on UBS estimates, % of capital called
 
* Represents target fund size for funds currently in the market
 
Bolded names indicate current UBS mandates
Fund Size ($)
Status/Vintage
2026
2027 and Beyond
General Atlantic Investment Partners 2025
8.0bn*
Held Close
US Innovative Technology Fund II
2.5bn*
Held Close
Bonaccord Capital Partners III
1.6bn*
Held Close
GPI Capital Equity Opportunities Fund II
750m*
Held Close
Smash Capital Fund II
500m*
Held Close
Halifax Capital Partners V
445m*
Held Close
Ten Coves Capital IV
350m*
Held Close
ABS Capital Partners IX
250m*
Held Close
Vista Foundation Fund V
4.0bn*
Raising
Bregal Sagemount V
3.5bn*
Raising
Motive Capital Fund III
3.3bn*
Raising
Addition Five
1.5bn*
Raising
Chicago Pacific Founders Fund IV 
1.2bn*
Raising
H.I.G. Small-Cap & Growth Buyout Fund IV
1.2bn*
Raising
Avance Investment Partners II
1.0bn*
Raising
Azimuth V Energy Evolution
1.0bn*
Raising
PeakSpan Capital Growth Partners IV
800m*
Raising
Banneker Partners Fund III
750m*
Raising
50T Fund V
500m*
Raising
HV Acceleration Fund II 
500m*
Raising
B Capital Global Growth IV
TBD*
Raising
Crosspoint Capital Fund III
TBD*
Raising
Ethos Capital Investments II
TBD*
Raising
L Catterton Growth VI
TBD*
Raising
Confirmed in market
Projected
"
UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,18,"17
North American Growth Equity Universe Cont.
Source: 
Preqin, UBS projections for fund sizes
Notes: 
Projections based on UBS estimates, % of capital called
 
* Represents target fund size for funds currently in the market
 
Bolded names indicate current UBS mandates
Fund Size ($)
Status/Vintage
2026
2027 and Beyond
Lead Edge Capital VII
TBD*
Raising
Stripes VII
TBD*
Raising
Summit Partners Growth Equity Fund XIII
TBD*
Raising
Transformation Capital Fund IV
TBD*
Raising
Valor Equity Partners VII
TBD*
Raising
WestCap Strategic Operator Fund III
TBD*
Raising
Apax Digital Fund II
2.0bn
2021
Anthos Capital V
1.6bn
2021
Georgian Partners Growth Fund VI
900m
2021
GreyLion Fund III
562m
2021
RedBird Capital Partners Fund IV
4.7bn
2022
Bond Capital Fund III
2.5bn
2022
Spectrum Equity X
2.0bn
2022
Brighton Park Capital Fund II
1.8bn
2022
Raine Partners IV
763m
2022
Primus Capital Fund IX
750m
2022
TA XV
16.5bn
2023
TPG Growth VI
4.8bn
2023
Ara Fund III
2.8bn
2023
WestView Capital Partners V
1.0bn
2023
Crosslink Ventures X
350m
2024
Andros Energy Capital III
1.0bn
2025
Sightway Capital Fund I
1.2bn
2019
Sageview Capital Partners III
710m
2020
Confirmed in market
Projected
"
UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,19,"18
North American Growth Equity Universe Cont.
Source: 
Preqin, UBS projections for fund sizes
Notes: 
Projections based on UBS estimates, % of capital called
 
* Represents target fund size for funds currently in the market
 
Bolded names indicate current UBS mandates
Fund Size ($)
Status/Vintage
2026
2027 and Beyond
Long Arc Capital Fund I
225m
2020
Thoma Bravo Growth Fund
1.9bn
2021
Sequoia Capital Global Growth Fund III
1.6bn
2021
Avenir Growth Partners IV
794m
2021
Unicorn Fuel
1.5bn
2022
TCG 3.0
1.3bn
2022
Ampersand 2023
1.2bn
2022
The Evolution Technology Fund III
1.1bn
2022
Riverwood Capital Partners IV
1.8bn
2023
Bertram Capital V
1.5bn
2023
Clairvest Equity Partners VII
1.2bn
2023
Sverica Capital Partners VI
750m
2023
TCV XII
3.0bn
2024
Accel Growth Fund VII
1.4bn
2024
Five Elms VI
1.1bn
2024
Headline Global Growth IV
865m
2024
Guidepost Growth Equity IV
521m
2024
Agellus Private Equity Fund I
400m
2024
JMI Equity Fund XII
3.1bn
2025
Greenoaks Capital Opportunities 6
2.5bn
2025
LLR Equity Partners VII
2.5bn
2025
Silversmith Capital Partners V
1.7bn
2025
Level Equity Growth Partners VI
1.2bn
2025
Updata Partners VIII
850m
2026
Confirmed in market
Projected
"
UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,20,"19
North American Venture Capital Universe 
Source: 
Preqin, UBS projections for fund sizes
Notes: 
Projections based on UBS estimates, % of capital called
 
* Represents target fund size for funds currently in the market
 
Bolded names indicate current UBS mandates
Fund Size ($)
Status/Vintage
2026
2027 and Beyond
Vivo Capital Fund X
1.5bn*
Held Close
NovaQuest Pharma Opportunities Fund VI
800m*
Held Close
Sofinnova Venture Partners XII
550m*
Held Close
New Enterprise Associates 19
3.3bn*
Raising
Battery Ventures XV
3.2bn*
Raising
G Squared VII
2.0bn*
Raising
Oak HC/FT Partners VI
2.0bn*
Raising
Andreessen Horowitz Fund IX 
1.3bn*
Raising
Fund 6.2
1.0bn*
Raising
Social Capital Fund V
1.0bn*
Raising
Menlo Ventures XVII
700m*
Raising
Column Group VI
600m*
Raising
Polaris Partners XI
500m*
Raising
NEXT Investors Fund III
300m*
Raising
Upfront VIII
280m*
Raising
ICONIQ Strategic Partners VIII
TBD*
Raising
Thrive Capital Partners X
TBD*
Raising
Summit Partners Venture Capital Fund V
1.0bn
2020
a16z crypto IV
4.5bn
2022
Bessemer Venture Partners XII
3.9bn
2022
Confirmed in market
Projected
"
UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,21,"20
North American Venture Capital Universe Cont.
Source: 
Preqin, UBS projections for fund sizes
Notes: 
Projections based on UBS estimates, % of capital called
 
* Represents target fund size for funds currently in the market
 
Bolded names indicate current UBS mandates
Fund Size ($)
Status/Vintage
2026
2027 and Beyond
Meritech Capital Partners VIII
1.1bn
2022
Third Rock Ventures VI
1.1bn
2022
Scale Venture Partners VIII
900m
2022
Longitude Venture Partners V
600m
2022
Foundry 2022
519m
2022
Revolution Growth IV
500m
2022
Flagship Pioneering Fund VIII
2.6bn
2023
DFJ Growth V
1.2bn
2023
Foresite Capital Fund VI
900m
2023
Canaan XIII
850m
2023
Accel XVI
650m
2023
Benchmark Capital Partners XI
425m
2024
6 Dimensions Capital
533m
2017
Pfizer Venture Capital Fund
600m
2018
Trinity Ventures XIII
400m
2019
SV7 Impact Medicine Fund 
265m
2019
Deerfield Private Design Fund V
1.4bn
2021
DBL Partners IV
600m
2021
Matrix Partners XII
800m
2022
Coral Tree Partners
470m
2022
Confirmed in market
Projected
"
UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,22,"21
North American Venture Capital Universe Cont.
Source: 
Preqin, UBS projections for fund sizes
Notes: 
Projections based on UBS estimates, % of capital called
 
* Represents target fund size for funds currently in the market
 
Bolded names indicate current UBS mandates
Fund Size ($)
Status/Vintage
2026
2027 and Beyond
Bain Capital Venture Fund X
1.4bn
2023
Columbia Capital Equity Partners VIII
655m
2023
Versant Venture Capital IX
600m
2023
Mayfield XVII
580m
2023
MPM BioVentures 2022
351m
2023
General Catalyst Group XII
8.0bn
2024
ARCH Venture Fund XIII
3.0bn
2024
Norwest Venture Partners XVII
3.0bn
2024
Spark Capital Growth Fund V
1.5bn
2024
Y Combinator Continuity Fund II
1.0bn
2024
Kleiner Perkins XXI
825m
2024
Venrock Associates X
650m
2024
Lightspeed Opportunity Fund III
3.3bn
2025
Lightspeed Venture Partners XV
2.2bn
2025
Lightspeed Venture Partners Select VI
1.7bn
2025
Frazier Life Sciences XII
1.3bn
2025
Emergence Capital Partners VII
1.0bn
2025
8VC Fund VI 
998m
2025
Redpoint Ventures X
650m
2025
Lux Ventures IX
1.5bn
2026
Confirmed in market
Projected
"
UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,23,"22
North American Consumer Products Universe 
Source: 
Preqin, UBS projections for fund sizes
Notes: 
Projections based on UBS estimates, % of capital called
 
* Represents target fund size for funds currently in the market
 
Bolded names indicate current UBS mandates
Fund Size ($)
Status/Vintage
2026
2027 and Beyond
Roark Capital Partners VII
5.0bn*
Held Close
FS Equity Partners IX
2.0bn*
Held Close
Brentwood Associates Private Equity VII
1.3bn*
Held Close
AUA Private Equity Fund III
525m*
Held Close
TZP Capital Partners IV
TBD*
Held Close
Green Equity Investors X
15.0bn*
Raising
Sycamore Partners IV
4.8bn*
Raising
Encore Consumer Capital Fund V
TBD*
Raising
North Castle Partners VII
400m
2019
Yellow Wood Partners Fund III
750m
2020
Sandbridge Consumer Fund III
200m
2021
Swander Pace Capital VII
129m
2021
TSG 9
5.9bn
2022
Kainos Capital Partners III
1.0bn
2023
KLC Fund II
1.0bn
2023
Bookend Capital Partners I
300m
2019
Stride Consumer Fund I
420m
2020
L Catterton X
6.5bn
2022
Butterfly Fund III
1.0bn
2022
Brynwood Partners IX
750m
2023
VMG Consumer VI
1.0bn
2024
Bansk Fund II
1.5bn
2025
Arbor Investments VI
1.2bn
2025
CAVU Consumer Partners V
325m
2025
Confirmed in market
Projected
"
UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,24,"23
North American Energy Universe
Source: 
Preqin, UBS projections for fund sizes
Notes: 
Projections based on UBS estimates, % of capital called
 
* Represents target fund size for funds currently in the market
 
Bolded names indicate current UBS mandates
Fund Size ($)
Status/Vintage
2026
2027 and Beyond
Exploration and Production
1.0bn*
Held Close
Tailwater Energy Fund IV
Warwick Partners V
750m*
Held Close
Juniper Capital IV
650m*
Held Close
Scout Energy Partners VI
353m
2022
Old Ironsides Energy Fund III
843m
2017
ENR Partners II
650m
2017
White Deer Energy III
557m
2017
Vortus Investments II
508m
2017
Energy Trust Partners V
367m
2017
Bayou City Energy III
679m
2018
Kayne Anderson Energy Fund VIII
1.0bn
2019
Quantum Energy Partners VIII
5.3bn
2022
EnCap Energy Capital Fund XII
5.3bn
2023
NGP Natural Resources XIII
2.3bn
2023
Ridgewood Energy Oil & Gas Fund V
506m
2023
Merit Energy Partners L
485m
2023
Carnelian Energy Capital V
1.0bn
2024
Waterous Energy Fund III
1.0bn
2024
Post Oak Energy Partners V
600m
2024
Pearl Energy Investments IV
1.0bn
2025
ARC Energy Fund XI 
144m
2025
Trace Energy Resources Fund III
TBD
2025
Confirmed in market
Projected
"
UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,25,"24
North American Energy Universe Cont. 
Source: 
Preqin, UBS projections for fund sizes
Notes: 
Projections based on UBS estimates, % of capital called
 
* Represents target fund size for funds currently in the market
 
Bolded names indicate current UBS mandates
Fund Size ($)
Status/Vintage
2026
2027 and Beyond
Mining
Apollo Natural Resources Partners IV
1.4bn*
Raising
Amberjack Capital Fund III
TBD*
Raising
Appian Natural Resources Fund III
2.1bn
2022
Denham Capital Mining Fund
558m
2017
Sprott Private Resource Lending III
1.5bn
2023
Energy Services
Black Bay Fund III
300m*
Raising
Lime Rock Resources VI
TBD*
Raising
CSL Energy Opportunities Fund III
500m
2018
Pelican Energy Partners III
233m
2018
SCF Fund X
300m
2025
Generation and Transmission
BlackRock Global Renewable Power Fund IV
7.0bn*
Held Close
Oaktree Power Opportunities Fund IX
5.1bn*
Held Close
Denham Sustainable Infrastructure Fund II
TBD*
Held Close
LS Power Equity Partners VI
3.0bn*
Raising
Rockland Power Partners V
1.2bn*
Raising
EnCap Energy Transition Fund III
TBD*
Raising
Ara Infrastructure Fund I
800m
2022
Hull Street Energy Partners III
2.2bn
2024
Confirmed in market
Projected
"
UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,26,"25
North American Energy Universe Cont. 
Source: 
Preqin, UBS projections for fund sizes
Notes: 
Projections based on UBS estimates, % of capital called
 
* Represents target fund size for funds currently in the market
 
Bolded names indicate current UBS mandates
Fund Size ($)
Status/Vintage
2026
2027 and Beyond
Midstream
400m*
Held Close
Junction Energy Partners I
Energy Spectrum Partners VIII
945m
2018
Clearstream Capital Partners Fund I
750m
2017
Cresta Energy Fund I
291m
2019
Yorktown Midstream Partners
145m
2019
EnCap Flatrock Midstream Fund V
3.0bn
2023
Five Point Water Management & Sustainable Infrastructure 
Fund IV
1.3bn
2023
Energy Debt
Orion Energy Credit Opportunities Fund IV
1.1bn*
Held Close
Riverstone Credit Partners III
TBD*
Raising
Avenue Energy Opportunities Fund II
748m
2017
GSO Energy Select Opportunities Fund III
6.5bn
2019
Mountain Capital Partners II
650m
2019
EIG Fund XVIII
1.1bn
2023
Chambers Energy Capital V
605m
2023
Cibolo Energy Partners II
279m
2024
Confirmed in market
Projected
"
UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,27,"26
North American Financial Institutions Universe 
Source: 
Preqin, UBS projections for fund sizes
Notes: 
Projections based on UBS estimates, % of capital called
 
* Represents target fund size for funds currently in the market
 
Bolded names indicate current UBS mandates
Fund Size ($)
Status/Vintage
2026
2027 and Beyond
Gallatin Point Capital Partners III
2.0bn*
Held Close
Lightyear Fund VI
2.0bn*
Held Close
Corsair VI FS Capital Partners
1.0bn*
Held Close
Estancia Capital Partners Fund III
350m*
Held Close
Novacap Financial Services II
350m*
Held Close
Castle Creek Capital Partners IX
TBD*
Raising
J.C. Flowers VI
TBD*
Raising
Banc Fund X
650m
2017
Carlyle Global Financial Services Partners III
1.1bn
2019
Ford Financial Fund III
1.1bn
2019
Atlas Merchant Capital Fund II
1.0bn
2019
Reverence Capital Partners Opportunities Fund V
1.9bn
2021
Further Global Capital Partners II
835m
2021
BharCap Partners II
652m
2023
Lovell Minnick Equity Partners VI
1.1bn
2022
Long Ridge Equity Partners IV
650m
2023
FTV VIII
3.4bn
2024
Aquiline Financial Services Fund V
2.3bn
2024
Trident X
11.5bn
2025
Integrum Capital Partners II
2.5bn
2025
Confirmed in market
Projected
"
UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,28,"27
North American Healthcare Universe 
Source: 
Preqin, UBS projections for fund sizes
Notes: 
Projections based on UBS estimates, % of capital called
 
* Represents target fund size for funds currently in the market
 
Bolded names indicate current UBS mandates
Fund Size ($)
Status/Vintage
2026
2027 and Beyond
Patient Square Equity Partners II
6.0bn*
Held Close
Waud Capital Partners VI
1.0bn*
Held Close
Invidia Curie Fund I
850m*
Held Close
Webster Equity Partners VI
713m*
Held Close
DW Healthcare Partners VI
650m*
Held Close
HPH III Investments Fund
600m*
Held Close
Beecken Petty O'Keefe VI
550m*
Held Close
WCP Healthcare Partners I
500m*
Held Close
Ascend Capital Partners Fund II
250m*
Held Close
Concord Innovation Fund III
250m*
Held Close
InnovaHealth Partners Fund II
TBD*
Held Close
MED Platform III
5.0bn*
Raising
Revelstoke Capital Partners Fund IV
1.8bn*
Raising
Gurnet Point II
1.5bn*
Raising
Chicago Pacific Founders Fund IV
1.2bn*
Raising
RVLHC II
500m*
Raising
Spindletop Healthcare Growth Equity III
350m*
Raising
37celsius
300m*
Raising
Health Velocity Capital III
300m*
Raising
DFW Capital Partners VIII
TBD*
Raising
Confirmed in market
Projected
"
UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,29,"28
North American Healthcare Universe Cont. 
Source: 
Preqin, UBS projections for fund sizes
Notes: 
Projections based on UBS estimates, % of capital called
 
* Represents target fund size for funds currently in the market
 
Bolded names indicate current UBS mandates
Fund Size ($)
Status/Vintage
2026
2027 and Beyond
Elements Health Ventures II
TBD*
Raising
GreatPoint Ventures Innovation Fund IV
TBD*
Raising
TPG Healthcare Partners III
TBD*
Raising
Transformation Capital Fund IV
TBD*
Raising
Vesey Street Capital Partners II
TBD*
Raising
KKR Health Care Strategic Growth Fund II
3.6bn
2021
Brighton Park Capital Fund II
1.8bn
2022
Water Street Healthcare Partners V
1.4bn
2022
Third Rock Ventures VI
1.1bn
2022
EW Healthcare Partners Fund 3
800m
2022
RoundTable Healthcare Partners VI
800m
2022
HealthQuest Partners IV
675m
2022
Longitude Venture Partners V
600m
2022
Great Point Partners IV
506m
2022
Havencrest Healthcare Partners II
356m
2022
Lorient Healthcare Fund III
500m
2023
Avego Healthcare Capital II
278m
2023
Musculoskeletal Fund IV
500m
2018
Sagard Healthcare Royalty Partners
725m
2019
Galen Partners VI
200m
2019
Confirmed in market
Projected
"
UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,30,"29
North American Healthcare Universe Cont. 
Source: 
Preqin, UBS projections for fund sizes
Notes: 
Projections based on UBS estimates, % of capital called
 
* Represents target fund size for funds currently in the market
 
Bolded names indicate current UBS mandates
Fund Size ($)
Status/Vintage
2026
2027 and Beyond
Consonance Private Equity II
856m
2020
AHP Fund II
759m
2020
Accelmed Partners II
400m
2020
RFE Investment Partners IX
250m
2020
RedCo II
610m
2021
Sheridan Capital Partners Fund III
575m
2021
RiverGlade Capital II
453m
2021
Health Enterprise Partners IV
250m
2021
Martis Partners IV
779m
2022
InTandem Capital Partners Fund III
715m
2022
MVM VI
516m
2022
NovaQuest Private Equity Fund II
509m
2022
1315 Capital III
350m
2022
Iron Path Capital Fund I
273m
2022
Flexpoint Fund V
2.0bn
2023
Avista Capital Partners VI
1.5bn
2023
Cressey & Co Fund VII
1.5bn
2023
Amulet Capital Fund III
1.2bn
2023
Varsity Healthcare Partners IV
700m
2023
Deerfield Healthcare Innovations Fund III
600m
2023
Confirmed in market
Projected
"
